n,pi,E_mod
9499,1068,1048.008
9501,1054,1048.151
9502,1068,1048.250
9504,1059,1048.392
9507,1051,1048.633
9510,1071,1048.930
9511,1062,1049.139
9519,1060,1049.819
9523,1064,1050.324
9524,1053,1050.423
9526,1068,1050.566
9527,1053,1050.664
9530,1061,1050.961
9535,1083,1051.510
9536,1069,1051.553
9543,1054,1052.190
9548,1058,1052.794
9549,1076,1052.893
9551,1061,1053.200
9553,1067,1053.398
9554,1064,1053.497
9564,1059,1054.430
9567,1069,1054.726
9570,1063,1054.912
9574,1076,1055.307
9575,1069,1055.405
9576,1071,1055.504
9588,1083,1056.688
9589,1083,1056.787
9593,1069,1057.072
9597,1059,1057.466
9598,1066,1057.565
9601,1078,1057.971
9611,1060,1058.737
9614,1066,1059.143
9620,1072,1059.735
9623,1083,1060.141
9627,1076,1060.481
9630,1070,1060.832
9632,1066,1061.139
9633,1064,1061.183
9634,1062,1061.282
9635,1073,1061.380
9638,1074,1061.621
9646,1078,1062.465
9648,1069,1062.663
9649,1075,1062.872
9651,1078,1063.014
9652,1068,1063.113
9660,1073,1063.792
9661,1076,1064.000
9662,1080,1064.099
9667,1084,1064.537
9670,1069,1064.833
9675,1071,1065.326
9682,1069,1066.237
9685,1101,1066.533
9688,1072,1066.774
9690,1091,1066.971
9693,1072,1067.212
9696,1104,1067.453
9698,1100,1067.760
9700,1073,1067.958
9703,1089,1068.198
9705,1072,1068.396
9706,1070,1068.494
9719,1081,1069.555
9721,1096,1069.808
9725,1082,1070.147
9730,1078,1070.584
9733,1081,1070.935
9736,1081,1071.121
9737,1099,1071.219
9738,1079,1071.263
9739,1074,1071.471
9741,1081,1071.613
9742,1072,1071.712
9743,1086,1071.920
9752,1083,1072.807
9756,1081,1073.146
9757,1078,1073.245
9762,1078,1073.737
9766,1078,1074.076
9768,1094,1074.383
9770,1086,1074.635
9771,1076,1074.679
9773,1095,1074.876
9781,1089,1075.664
9786,1077,1076.101
9788,1085,1076.353
9789,1081,1076.452
9790,1083,1076.550
9792,1080,1076.802
9795,1082,1077.098
9796,1090,1077.196
9806,1100,1078.126
9811,1093,1078.729
9817,1102,1079.430
9818,1085,1079.528
9826,1099,1080.316
9828,1082,1080.513
9829,1098,1080.722
9830,1083,1080.765
9833,1083,1081.171
9836,1099,1081.466
9838,1085,1081.663
9839,1088,1081.872
9846,1089,1082.452
9847,1087,1082.550
9848,1103,1082.594
9851,1092,1082.944
9856,1085,1083.382
9861,1117,1084.040
9869,1089,1084.718
9872,1111,1085.123
9874,1114,1085.320
9876,1106,1085.408
9877,1094,1085.506
9882,1087,1085.889
9885,1097,1086.294
9888,1104,1086.644
9890,1117,1086.841
9894,1113,1087.235
9895,1128,1087.334
9902,1101,1088.023
9910,1116,1088.811
9913,1109,1089.107
9917,1093,1089.501
9918,1090,1089.599
9920,1091,1089.741
9921,1096,1089.785
9925,1107,1090.288
9926,1100,1090.332
9928,1098,1090.529
9930,1103,1090.781
9932,1103,1091.087
9940,1095,1091.820
9941,1118,1092.029
9949,1095,1092.816
9950,1117,1092.915
9951,1117,1093.013
9956,1101,1093.451
9961,1111,1093.888
9966,1125,1094.325
9967,1095,1094.534
9973,1123,1095.179
9978,1100,1095.616
9980,1168,1095.758
9988,1100,1096.436
9990,1098,1096.578
9993,1107,1096.873
9998,1105,1097.200
10005,1103,1097.833
10006,1114,1097.931
10009,1118,1098.446
10022,1104,1099.559
10025,1102,1099.744
10034,1113,1100.574
10037,1119,1100.923
10042,1108,1101.524
10045,1128,1101.764
10048,1116,1102.059
10051,1109,1102.299
10052,1114,1102.397
10053,1103,1102.441
10062,1147,1103.269
10070,1123,1104.220
10073,1110,1104.405
10076,1112,1104.644
10087,1113,1105.724
10089,1114,1105.866
10092,1123,1106.215
10094,1132,1106.521
10095,1107,1106.619
10096,1107,1106.718
10097,1112,1106.816
10101,1113,1107.264
10103,1108,1107.570
10107,1133,1107.962
10108,1111,1108.061
10109,1109,1108.104
10111,1127,1108.410
10113,1125,1108.607
10114,1117,1108.705
10116,1116,1108.792
10118,1118,1108.988
10121,1113,1109.283
10123,1119,1109.479
10125,1113,1109.621
10129,1137,1110.013
10133,1112,1110.461
10135,1124,1110.602
10136,1126,1110.701
10140,1130,1111.203
10142,1117,1111.509
10151,1113,1112.393
10152,1120,1112.491
10156,1116,1112.884
10162,1129,1113.528
10165,1127,1113.877
10166,1118,1113.920
10170,1129,1114.368
10182,1143,1115.547
10184,1121,1115.688
10187,1123,1115.983
10191,1143,1116.376
10193,1144,1116.682
10196,1130,1116.867
10197,1137,1116.965
10199,1143,1117.106
10200,1131,1117.205
10203,1139,1117.444
10204,1148,1117.542
10208,1147,1117.880
10209,1146,1117.978
10211,1141,1118.284
10227,1128,1119.799
10228,1126,1119.898
10234,1122,1120.486
10238,1137,1120.824
10245,1140,1121.510
10253,1130,1122.459
10256,1145,1122.699
10257,1124,1122.797
10261,1140,1123.244
10265,1133,1123.637
10267,1135,1123.888
10272,1128,1124.433
10275,1132,1124.728
10285,1133,1125.654
10289,1128,1126.156
10298,1156,1126.984
10304,1133,1127.737
10305,1154,1127.780
10309,1146,1128.173
10310,1147,1128.271
10320,1156,1129.197
10323,1140,1129.601
10327,1140,1129.994
10334,1133,1130.845
10335,1139,1130.943
10341,1146,1131.587
10342,1155,1131.685
10344,1157,1131.990
10348,1147,1132.328
10350,1139,1132.525
10352,1157,1132.721
10353,1135,1132.764
10354,1134,1132.863
10355,1162,1132.961
10360,1145,1133.451
10364,1156,1133.844
10367,1141,1134.084
10372,1141,1134.629
10374,1145,1134.716
10375,1149,1134.814
10376,1143,1134.857
10378,1141,1135.053
10383,1138,1135.489
10385,1145,1135.631
10394,1147,1136.513
10395,1161,1136.611
10398,1160,1136.905
10404,1184,1137.493
10405,1148,1137.591
10408,1155,1137.885
10410,1140,1138.081
10411,1144,1138.179
10414,1149,1138.473
10416,1151,1138.669
10417,1152,1138.767
10419,1141,1138.963
10422,1140,1139.257
10427,1140,1139.802
10430,1162,1140.151
10432,1143,1140.347
10436,1141,1140.793
10442,1150,1141.327
10443,1145,1141.370
10446,1149,1141.664
10448,1148,1141.806
10451,1158,1141.990
10453,1144,1142.295
10458,1175,1142.894
10460,1162,1143.145
10461,1159,1143.243
10463,1163,1143.548
10465,1144,1143.690
10467,1161,1143.886
10469,1145,1144.027
10471,1146,1144.223
10476,1156,1144.658
10477,1190,1144.866
10480,1159,1145.105
10484,1164,1145.442
10489,1168,1146.041
10491,1167,1146.128
10492,1172,1146.226
10497,1148,1146.716
10500,1156,1147.064
10508,1178,1147.794
10509,1158,1147.837
10516,1160,1148.522
10517,1174,1148.620
10523,1165,1149.208
10527,1160,1149.600
10529,1166,1149.850
10530,1157,1149.893
10534,1181,1150.340
10537,1152,1150.633
10539,1152,1150.829
10541,1158,1151.025
10543,1153,1151.221
10544,1167,1151.264
10550,1194,1151.797
10551,1154,1151.895
10558,1157,1152.525
10559,1157,1152.732
10565,1155,1153.265
10569,1167,1153.711
10573,1159,1154.048
10574,1175,1154.091
10577,1186,1154.385
10580,1177,1154.623
10583,1172,1154.862
10586,1205,1155.101
10587,1157,1155.199
10591,1162,1155.645
10592,1178,1155.742
10596,1204,1155.970
10598,1162,1156.275
10609,1158,1157.514
10612,1164,1157.753
10616,1167,1158.199
10618,1192,1158.394
10622,1176,1158.785
10624,1161,1158.926
10629,1183,1159.524
10633,1173,1160.025
10634,1165,1160.068
10635,1165,1160.166
10636,1168,1160.264
10637,1169,1160.361
10641,1167,1160.753
10646,1164,1161.242
10652,1164,1161.937
10653,1171,1162.035
10660,1165,1162.665
10662,1189,1162.806
10668,1189,1163.611
10674,1173,1164.089
10675,1176,1164.187
10682,1176,1164.872
10683,1166,1164.969
10685,1187,1165.165
10689,1184,1165.556
10691,1180,1165.806
10693,1175,1166.002
10706,1250,1167.054
10712,1170,1167.804
10716,1181,1168.141
10719,1172,1168.434
10723,1170,1168.934
10725,1173,1169.130
10726,1185,1169.227
10730,1188,1169.727
10737,1175,1170.466
10744,1180,1171.151
10746,1193,1171.238
10750,1174,1171.574
10751,1185,1171.617
10756,1181,1172.215
10759,1193,1172.454
10765,1181,1172.876
10766,1193,1172.974
10767,1189,1173.072
10769,1189,1173.267
10772,1191,1173.669
10774,1184,1173.865
10776,1192,1174.060
10785,1183,1174.830
10788,1180,1175.069
10795,1189,1175.752
10797,1178,1175.948
10798,1186,1176.045
10800,1209,1176.241
10803,1181,1176.534
10811,1192,1177.151
10815,1186,1177.542
10816,1187,1177.639
10820,1180,1178.030
10826,1180,1178.506
10829,1181,1178.799
10830,1181,1178.842
10833,1181,1179.243
10836,1183,1179.482
10837,1193,1179.688
10843,1220,1180.219
10846,1187,1180.512
10852,1206,1181.151
10853,1197,1181.358
10854,1213,1181.455
10858,1200,1181.791
10864,1186,1182.540
10870,1219,1183.126
10876,1207,1183.657
10881,1200,1184.090
10883,1198,1184.340
10886,1186,1184.578
10889,1186,1184.979
10893,1195,1185.424
10894,1206,1185.522
10899,1193,1185.955
10907,1191,1186.790
10920,1190,1187.950
10921,1200,1188.047
10927,1190,1188.578
10931,1210,1188.859
10935,1192,1189.195
10947,1208,1190.473
10948,1195,1190.571
10951,1244,1190.972
10955,1199,1191.308
10956,1207,1191.405
10957,1197,1191.611
10958,1201,1191.709
10965,1230,1192.337
10972,1204,1192.911
10974,1199,1193.214
10993,1198,1195.284
10994,1197,1195.382
11000,1225,1195.858
11001,1204,1195.901
11005,1201,1196.399
11008,1227,1196.638
11014,1243,1197.168
11020,1235,1197.590
11021,1200,1197.687
11025,1232,1198.022
11026,1208,1198.120
11031,1200,1198.661
11032,1209,1198.758
11034,1210,1198.899
11038,1211,1199.234
11042,1201,1199.569
11045,1207,1199.807
11049,1209,1200.251
11054,1204,1200.683
11055,1211,1200.726
11071,1233,1202.555
11073,1210,1202.695
11078,1212,1203.073
11080,1207,1203.214
11081,1219,1203.311
11084,1225,1203.712
11094,1215,1204.794
11096,1213,1204.934
11102,1228,1205.518
11107,1208,1206.005
11108,1210,1206.102
11110,1225,1206.297
11117,1238,1207.141
11120,1210,1207.542
11121,1209,1207.639
11124,1208,1207.877
11129,1220,1208.309
11134,1210,1208.905
11135,1254,1208.948
11143,1210,1209.509
11144,1210,1209.606
11146,1219,1209.747
11147,1229,1209.844
11149,1238,1210.147
11158,1226,1210.914
11163,1238,1211.617
11170,1218,1212.299
11174,1218,1212.796
11178,1222,1213.294
11190,1229,1214.299
11194,1219,1214.689
11195,1217,1214.732
11212,1249,1216.385
11214,1241,1216.688
11215,1220,1216.786
11221,1223,1217.261
11223,1228,1217.401
11226,1226,1217.638
11234,1235,1218.362
11238,1228,1218.751
11243,1267,1219.345
11246,1228,1219.637
11250,1254,1219.971
11253,1229,1220.371
11271,1245,1222.122
11273,1227,1222.424
11281,1225,1223.256
11287,1250,1223.785
11290,1243,1224.077
11299,1230,1225.060
11301,1240,1225.255
11306,1233,1225.687
11311,1241,1226.173
11312,1242,1226.270
11313,1246,1226.367
11317,1261,1226.864
11323,1236,1227.393
11335,1250,1228.560
11338,1259,1228.851
11343,1236,1229.283
11345,1238,1229.423
11347,1240,1229.617
11348,1232,1229.660
11351,1243,1230.006
11356,1240,1230.546
11357,1245,1230.643
11363,1247,1231.063
11366,1238,1231.355
11367,1237,1231.452
11371,1247,1231.840
11373,1235,1232.035
11374,1245,1232.132
11376,1241,1232.272
11378,1263,1232.466
11385,1249,1233.200
11386,1235,1233.297
11388,1270,1233.437
11390,1278,1233.631
11393,1240,1233.922
11403,1239,1234.948
11406,1237,1235.185
11417,1249,1236.307
11419,1252,1236.501
11423,1247,1236.997
11426,1264,1237.234
11432,1252,1237.708
11433,1264,1237.806
11439,1244,1238.388
11440,1256,1238.485
11443,1240,1238.884
11444,1274,1238.981
11447,1263,1239.381
11451,1257,1239.715
11453,1250,1239.855
11456,1241,1240.146
11460,1275,1240.480
11466,1242,1241.062
11473,1247,1241.850
11474,1246,1241.947
11476,1289,1242.141
11486,1249,1243.057
11491,1265,1243.759
11495,1286,1244.147
11497,1251,1244.395
11499,1245,1244.589
11500,1262,1244.686
11510,1250,1245.549
11512,1250,1245.743
11520,1263,1246.411
11526,1264,1246.939
11532,1266,1247.467
11535,1261,1247.703
11536,1275,1247.800
11544,1251,1248.468
11545,1266,1248.565
11547,1280,1248.759
11548,1252,1248.856
11551,1284,1249.309
11562,1254,1250.321
11567,1253,1250.752
11578,1285,1251.763
11582,1253,1252.205
11585,1292,1252.442
11588,1263,1252.786
11594,1276,1253.422
11606,1273,1254.477
11608,1255,1254.670
11613,1262,1255.101
11614,1256,1255.197
11615,1259,1255.294
11619,1265,1255.790
11623,1285,1256.285
11627,1262,1256.619
11637,1263,1257.642
11639,1258,1257.781
11651,1265,1258.781
11654,1275,1259.072
11656,1261,1259.211
11665,1262,1260.083
11668,1277,1260.319
11669,1279,1260.362
11676,1263,1261.039
11677,1278,1261.244
11680,1263,1261.480
11681,1295,1261.685
11682,1266,1261.782
11688,1263,1262.254
11689,1295,1262.459
11694,1264,1262.943
11700,1270,1263.578
11708,1267,1264.406
11716,1310,1265.126
11719,1271,1265.632
11722,1283,1265.923
11723,1266,1265.966
11724,1277,1266.062
11728,1304,1266.450
11730,1277,1266.589
11737,1273,1267.321
11743,1270,1268.009
11753,1320,1268.923
11760,1275,1269.546
11761,1271,1269.643
11762,1270,1269.740
11766,1279,1270.073
11769,1286,1270.255
11770,1275,1270.352
11780,1272,1271.372
11783,1287,1271.663
11784,1291,1271.759
11787,1276,1272.049
11788,1280,1272.146
11789,1274,1272.351
11795,1273,1272.877
11800,1287,1273.253
11806,1292,1273.833
11807,1299,1274.037
11809,1279,1274.231
11816,1288,1274.800
11822,1283,1275.488
11823,1278,1275.584
11828,1302,1276.176
11829,1305,1276.272
11830,1286,1276.369
11834,1302,1276.864
11838,1297,1277.143
11845,1290,1277.820
11852,1282,1278.497
11857,1289,1278.980
11859,1294,1279.120
11861,1304,1279.313
11871,1305,1280.388
11874,1292,1280.624
11877,1281,1280.860
11884,1294,1281.429
11886,1288,1281.568
11887,1287,1281.773
11889,1289,1281.966
11897,1300,1282.793
11900,1284,1283.029
11907,1287,1283.759
11910,1300,1284.103
11916,1310,1284.521
11917,1286,1284.618
11923,1296,1285.305
11924,1299,1285.402
11930,1287,1286.036
11931,1309,1286.132
11932,1293,1286.229
11935,1312,1286.573
11945,1290,1287.593
11946,1288,1287.636
11950,1289,1287.968
11952,1327,1288.162
11953,1293,1288.366
11955,1316,1288.451
11959,1312,1288.892
11961,1298,1289.085
11968,1328,1289.707
11976,1310,1290.696
11980,1306,1291.029
11988,1321,1291.910
11990,1313,1292.049
11994,1298,1292.436
11997,1299,1292.672
11998,1308,1292.768
12000,1318,1292.908
12004,1295,1293.240
12008,1297,1293.734
12016,1339,1294.453
12024,1303,1295.118
12038,1304,1296.416
12041,1297,1296.759
12042,1306,1296.856
12045,1315,1297.199
12051,1316,1297.779
12055,1306,1298.057
12058,1302,1298.293
12059,1299,1298.390
12063,1301,1298.722
12066,1302,1298.957
12070,1324,1299.290
12075,1310,1299.934
12082,1331,1300.609
12083,1308,1300.706
12085,1304,1300.845
12086,1312,1300.941
12090,1322,1301.219
12092,1305,1301.412
12094,1308,1301.605
12103,1311,1302.581
12109,1304,1303.375
12112,1308,1303.611
12118,1333,1304.244
12120,1321,1304.491
12121,1328,1304.587
12125,1314,1304.866
12127,1314,1305.059
12129,1321,1305.251
12133,1329,1305.637
12137,1322,1306.023
12138,1314,1306.120
12142,1317,1306.452
12145,1319,1306.849
12146,1321,1306.945
12155,1313,1307.921
12159,1318,1308.361
12161,1329,1308.662
12162,1313,1308.758
12167,1333,1309.295
12169,1327,1309.434
12178,1314,1310.302
12181,1318,1310.538
12185,1323,1310.870
12186,1317,1310.913
12190,1331,1311.245
12199,1330,1312.166
12200,1329,1312.263
12205,1323,1312.799
12215,1318,1313.709
12220,1337,1314.138
12228,1324,1314.963
12230,1344,1315.156
12233,1320,1315.445
12235,1324,1315.584
12236,1319,1315.627
12241,1321,1316.270
12242,1320,1316.366
12244,1319,1316.559
12251,1338,1317.288
12253,1320,1317.588
12255,1333,1317.727
12265,1352,1318.691
12267,1320,1318.830
12274,1328,1319.559
12277,1321,1319.902
12279,1323,1320.095
12282,1343,1320.492
12286,1330,1320.824
12293,1324,1321.606
12297,1364,1321.938
12306,1357,1322.860
12308,1326,1323.053
12314,1327,1323.578
12321,1333,1324.199
12327,1330,1324.885
12329,1335,1325.131
12353,1347,1327.391
12354,1371,1327.434
12355,1329,1327.530
12361,1352,1328.108
12367,1346,1328.633
12370,1347,1328.922
12371,1352,1329.018
12375,1340,1329.457
12380,1334,1330.154
12384,1347,1330.432
12387,1345,1330.721
12395,1346,1331.545
12398,1363,1331.781
12404,1363,1332.359
12405,1344,1332.455
12424,1361,1334.447
12428,1383,1334.779
12431,1369,1335.014
12433,1339,1335.314
12436,1358,1335.604
12447,1338,1336.664
12453,1358,1337.295
12461,1352,1338.012
12471,1345,1338.922
12473,1351,1339.222
12474,1348,1339.318
12477,1350,1339.554
12481,1361,1340.046
12482,1347,1340.143
12486,1361,1340.421
12492,1351,1341.106
12494,1349,1341.245
12502,1350,1342.123
12503,1343,1342.327
12506,1351,1342.562
12509,1364,1342.851
12517,1366,1343.729
12524,1345,1344.350
12533,1351,1345.271
12538,1375,1345.699
12544,1356,1346.438
12545,1356,1346.534
12548,1369,1346.877
12557,1374,1347.798
12562,1353,1348.173
12568,1372,1348.697
12571,1364,1349.093
12578,1365,1349.768
12585,1364,1350.389
12588,1376,1350.678
12600,1355,1351.834
12606,1373,1352.519
12611,1359,1353.054
12613,1397,1353.354
12623,1360,1354.210
12627,1363,1354.542
12630,1381,1354.777
12638,1385,1355.655
12640,1360,1355.848
12641,1367,1356.051
12642,1384,1356.148
12646,1378,1356.533
12655,1386,1357.400
12666,1364,1358.514
12667,1381,1358.610
12672,1371,1359.092
12673,1373,1359.188
12681,1369,1359.851
12682,1379,1359.947
12686,1366,1360.225
12691,1373,1360.814
12693,1370,1361.007
12708,1372,1362.505
12712,1371,1362.836
12716,1392,1363.329
12720,1373,1363.660
12732,1366,1364.708
12734,1381,1364.847
12736,1366,1364.986
12740,1372,1365.478
12741,1378,1365.574
12753,1368,1366.837
12761,1381,1367.660
12774,1387,1368.912
12776,1384,1369.104
12777,1385,1369.201
12781,1387,1369.639
12782,1374,1369.735
12791,1385,1370.548
12793,1379,1370.740
12797,1399,1371.072
12800,1412,1371.414
12802,1379,1371.553
12804,1381,1371.692
12817,1376,1372.942
12821,1409,1373.327
12826,1393,1373.915
12828,1385,1374.054
12843,1388,1375.551
12850,1382,1376.170
12853,1395,1376.512
12862,1399,1377.324
12864,1418,1377.517
12874,1397,1378.318
12878,1399,1378.702
12883,1384,1379.076
12884,1393,1379.172
12890,1384,1379.802
12892,1392,1379.994
12893,1416,1380.197
12899,1390,1380.774
12903,1405,1381.105
12908,1397,1381.692
12914,1386,1382.322
12915,1385,1382.419
12922,1390,1383.252
12923,1393,1383.402
12927,1393,1383.733
12930,1389,1384.021
12933,1385,1384.256
12938,1390,1384.683
12941,1403,1385.079
12943,1386,1385.271
12946,1401,1385.506
12952,1407,1386.029
12954,1401,1386.328
12956,1416,1386.467
12957,1388,1386.563
12960,1428,1386.905
12968,1401,1387.674
12971,1395,1387.855
12974,1397,1388.251
12984,1411,1389.319
12985,1407,1389.415
12986,1395,1389.511
13000,1399,1390.696
13003,1397,1391.145
13009,1394,1391.882
13013,1429,1392.214
13014,1405,1392.256
13015,1397,1392.352
13018,1404,1392.641
13020,1396,1392.779
13024,1399,1393.164
13028,1394,1393.495
13038,1395,1394.670
13041,1408,1394.905
13042,1401,1395.001
13054,1406,1396.261
13058,1402,1396.539
13070,1429,1397.692
13071,1398,1397.788
13073,1404,1397.980
13074,1404,1398.076
13077,1406,1398.311
13079,1401,1398.503
13081,1419,1398.642
13086,1417,1399.069
13092,1408,1399.538
13095,1402,1399.879
13096,1404,1399.975
13103,1406,1400.808
13104,1420,1400.851
13108,1409,1401.235
13118,1449,1402.195
13121,1407,1402.590
13124,1443,1402.825
13129,1417,1403.359
13137,1405,1403.966
13145,1408,1404.734
13147,1418,1404.980
13154,1443,1405.652
13163,1408,1406.623
13164,1417,1406.719
13167,1424,1407.007
13172,1443,1407.540
13174,1413,1407.679
13179,1414,1408.213
13187,1411,1409.141
13192,1421,1409.621
13201,1435,1410.325
13204,1417,1410.560
13218,1413,1411.797
13220,1414,1412.095
13224,1444,1412.426
13227,1422,1412.714
13230,1422,1413.055
13237,1439,1413.727
13239,1430,1413.865
13240,1433,1413.961
13242,1415,1414.260
13250,1421,1414.974
13253,1430,1415.262
13259,1423,1415.891
13260,1421,1415.987
13265,1431,1416.467
13266,1428,1416.563
13270,1418,1417.000
13276,1427,1417.576
13280,1420,1417.853
13296,1465,1419.388
13297,1438,1419.591
13301,1425,1419.921
13305,1438,1420.305
13318,1425,1421.658
13322,1423,1421.989
13323,1426,1422.031
13331,1445,1423.012
13333,1430,1423.204
13340,1427,1423.982
13341,1439,1424.025
13345,1445,1424.355
13347,1446,1424.494
13349,1428,1424.632
13361,1431,1425.516
13365,1430,1425.793
13373,1451,1426.613
13379,1453,1427.134
13381,1443,1427.433
13383,1431,1427.624
13384,1428,1427.720
13392,1441,1428.380
13401,1453,1429.403
13404,1444,1429.690
13406,1439,1429.828
13407,1447,1429.924
13409,1442,1430.116
13415,1470,1430.744
13428,1434,1432.043
13444,1450,1433.469
13449,1451,1433.842
13455,1450,1434.470
13477,1441,1436.737
13479,1442,1436.875
13480,1460,1436.971
13491,1444,1438.078
13502,1442,1439.131
13508,1450,1439.599
13511,1442,1439.887
13514,1466,1440.280
13525,1448,1441.334
13534,1461,1442.036
13545,1461,1443.035
13549,1462,1443.418
13551,1448,1443.556
13552,1466,1443.652
13562,1448,1444.609
13572,1455,1445.565
13574,1459,1445.757
13578,1474,1446.246
13580,1458,1446.437
13583,1451,1446.724
13585,1453,1446.916
13587,1451,1447.107
13588,1452,1447.203
13597,1467,1448.170
13605,1458,1448.829
13607,1465,1449.020
13610,1450,1449.307
13617,1453,1450.083
13630,1452,1451.327
13635,1459,1451.859
13637,1473,1452.050
13646,1462,1452.751
13647,1454,1452.847
13651,1459,1453.282
13660,1477,1454.143
13661,1476,1454.239
13664,1468,1454.472
13668,1455,1454.802
13669,1466,1455.004
13672,1478,1455.290
13675,1460,1455.577
13681,1465,1456.311
13688,1474,1457.033
13689,1503,1457.129
13690,1460,1457.224
13692,1485,1457.522
13703,1464,1458.681
13707,1485,1459.011
13709,1477,1459.308
13712,1460,1459.702
13716,1473,1459.978
13733,1478,1461.764
13736,1486,1462.052
13739,1463,1462.285
13744,1470,1462.657
13751,1470,1463.433
13752,1479,1463.529
13755,1469,1463.763
13762,1499,1464.645
13774,1501,1465.687
13778,1473,1466.017
13780,1472,1466.208
13783,1469,1466.601
13785,1477,1466.793
13797,1475,1467.940
13802,1474,1468.525
13808,1476,1469.099
13821,1478,1470.289
13823,1475,1470.428
13827,1476,1470.757
13854,1495,1473.392
13862,1522,1474.264
13863,1480,1474.359
13869,1499,1474.773
13880,1511,1475.984
13884,1496,1476.367
13891,1491,1476.930
13905,1481,1478.215
13909,1525,1478.650
13912,1486,1478.884
13915,1503,1479.224
13917,1493,1479.415
13921,1483,1479.903
13939,1497,1481.730
13943,1524,1482.060
13952,1494,1482.813
13956,1484,1483.196
13958,1484,1483.334
13960,1497,1483.472
13962,1500,1483.663
13964,1499,1483.960
13968,1489,1484.449
13970,1486,1484.587
13977,1490,1485.096
13982,1489,1485.520
13983,1501,1485.563
13987,1503,1485.945
13990,1512,1486.231
13997,1488,1486.953
13999,1520,1487.197
14006,1490,1487.812
14014,1509,1488.683
14016,1494,1488.821
14019,1499,1489.107
14029,1523,1490.062
14035,1498,1490.688
14045,1505,1491.537
14051,1494,1492.109
14068,1500,1493.679
14082,1506,1495.121
14084,1519,1495.418
14088,1534,1495.907
14091,1515,1496.087
14110,1508,1497.847
14115,1516,1498.271
14116,1504,1498.367
14119,1525,1498.653
14121,1522,1498.844
14127,1510,1499.416
14138,1511,1500.413
14139,1518,1500.455
14141,1512,1500.593
14143,1511,1500.890
14144,1507,1500.932
14147,1521,1501.218
14148,1521,1501.260
14150,1521,1501.557
14159,1526,1502.469
14162,1534,1502.755
14166,1513,1503.136
14174,1508,1503.953
14180,1522,1504.578
14181,1513,1504.673
14186,1515,1505.150
14198,1525,1506.295
14199,1509,1506.390
14202,1508,1506.623
14209,1540,1507.291
14217,1512,1507.947
14229,1511,1509.091
14233,1517,1509.419
14240,1516,1510.034
14241,1539,1510.129
14243,1539,1510.426
14249,1515,1510.997
14250,1528,1511.093
14252,1514,1511.389
14262,1533,1512.236
14271,1529,1512.988
14274,1516,1513.168
14279,1514,1513.591
14280,1522,1513.686
14291,1516,1514.681
14302,1542,1515.675
14308,1518,1516.300
14310,1531,1516.384
14311,1530,1516.479
14317,1523,1516.944
14323,1552,1517.674
14326,1518,1517.907
14331,1533,1518.330
14333,1525,1518.520
14341,1524,1519.335
14347,1527,1519.959
14361,1538,1521.079
14365,1527,1521.407
14371,1543,1522.083
14377,1537,1522.548
14379,1529,1522.685
14385,1550,1523.203
14391,1526,1523.986
14395,1556,1524.313
14398,1535,1524.545
14402,1556,1525.032
14410,1539,1525.740
14429,1552,1527.706
14436,1530,1528.372
14444,1544,1529.186
14447,1551,1529.577
14449,1541,1529.873
14463,1541,1531.099
14467,1545,1531.427
14468,1554,1531.522
14471,1546,1531.807
14477,1555,1532.325
14478,1534,1532.420
14479,1537,1532.621
14480,1548,1532.663
14487,1537,1533.329
14496,1541,1534.238
14502,1540,1534.808
14512,1540,1535.653
14523,1559,1536.699
14529,1538,1537.216
14530,1546,1537.312
14538,1549,1538.178
14542,1546,1538.558
14546,1543,1539.044
14554,1556,1539.963
14558,1545,1540.450
14559,1541,1540.545
14568,1559,1541.401
14570,1558,1541.591
14577,1545,1542.151
14585,1547,1542.859
14590,1558,1543.228
14591,1564,1543.429
14593,1552,1543.725
14594,1554,1543.820
14610,1551,1545.077
14623,1554,1546.312
14626,1552,1546.544
14628,1552,1546.840
14631,1553,1547.231
14638,1564,1547.949
14645,1569,1548.667
14649,1574,1548.994
14652,1574,1549.227
14653,1560,1549.427
14655,1555,1549.565
14657,1563,1549.860
14658,1563,1549.955
14664,1564,1550.473
14667,1570,1550.705
14673,1571,1551.275
14686,1567,1552.563
14692,1558,1553.081
14696,1563,1553.355
14697,1555,1553.450
14705,1557,1554.157
14710,1589,1554.632
14725,1558,1556.162
14742,1570,1557.935
14743,1569,1558.030
14754,1574,1559.234
14756,1568,1559.424
14761,1566,1560.005
14767,1585,1560.575
14768,1574,1560.617
14772,1564,1561.103
14791,1586,1562.908
14796,1581,1563.331
14801,1589,1563.859
14814,1577,1565.094
14822,1567,1565.854
14832,1598,1566.962
14844,1590,1568.050
14846,1582,1568.240
14850,1573,1568.620
14852,1584,1568.915
14854,1581,1569.105
14858,1573,1569.432
14860,1596,1569.622
14866,1615,1570.140
14873,1598,1570.963
14874,1586,1571.058
14886,1594,1572.145
14899,1580,1573.645
14901,1586,1573.782
14906,1586,1574.257
14915,1588,1575.059
14918,1596,1575.239
14921,1600,1575.523
14932,1580,1576.674
14937,1579,1577.043
14938,1600,1577.138
14940,1588,1577.328
14941,1593,1577.423
14943,1636,1577.613
14946,1582,1577.898
14948,1586,1578.193
14949,1585,1578.288
14950,1585,1578.383
14954,1588,1578.869
14967,1582,1580.051
14974,1617,1580.769
14977,1587,1581.054
14979,1587,1581.191
14995,1593,1582.710
14997,1597,1582.900
14998,1616,1582.995
15000,1585,1583.185
15018,1593,1584.946
